String ID,Dev Notes / Context,Character Limit,Text
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of ours helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter crashed recently, the rescue operation is dangerous because it is in the middle of the swamp, inaccessible to vehicles.\nYou have to go there and see if you can recover the flight recorder of the helicopter, for the crew I don't think there is much left to do...","Quest descriptions","1024","You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of ours helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter crashed recently, the rescue operation is dangerous because it is in the middle of the swamp, inaccessible to vehicles.\nYou have to go there and see if you can recover the flight recorder of the helicopter, for the crew I don't think there is much left to do..."
"Retrieve the flight recorder","Quest objectives","128","Retrieve the flight recorder"
"Preparing for battle","Quest names","64","Preparing for battle"
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village, which is bad news because that place is infested with Ghouls and we blocked the entrance some time ago.\nI'll try to put together a team to exterminate the village, but we need a lot of resources to do it.\nFor now, we're gathering as many resources as you can.\nYou need to do your part too, Hunter.\nOh! And don't forget the Vodka!","Quest descriptions","1024","From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village, which is bad news because that place is infested with Ghouls and we blocked the entrance some time ago.\nI'll try to put together a team to exterminate the village, but we need a lot of resources to do it.\nFor now, we're gathering as many resources as we can.\nYou need to do your part too, Hunter.\nOh! And don't forget the Vodka!"
"Find 250 scrap ammo","Quest objectives","128","Find 250 scrap ammo"
"Clear the Swamp","Quest names","64","Clear the Swamp"
"Here's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so we will try to lure them out with a very bright light, so it will have to be done at night.\nGet into the swamp from 10pm to 3am, my men will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible.\nOne last thing, in the chaos of battle try not to shoot my men, understand?","Quest descriptions","1024","Here's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so we will try to lure them out with a very bright light, so it will have to be done at night.\nGet into the swamp from 10pm to 3am, my men will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible.\nOne last thing, in the chaos of battle try not to shoot my men, understand?"
"Clear the swamp","Quest objectives","128","Clear the swamp"
"Radioactive meat","Quest names","64","Radioactive meat"
"You're new here, huh?\nWell, I'm always looking for someone to help me with my research.\nDon't worry, I'll pay you for every job you do.\nGood! I need some raw meat to conduct experiments, I want to see how radiation has affected the local fauna.","Quest descriptions","1024","You're new here, huh?\nWell, I'm always looking for someone to help me with my research.\nDon't worry, I'll pay you for every job you do.\nGood! I need some raw meat to conduct experiments, I want to see how radiation has affected the local fauna."
"Find 10 raw meat","Quest objectives","128","Find 10 raw meat"
"Strange crystal p.1","Quest names","64","Strange crystal p.1"
"I don't know how much you have explored but you may have come across strange crystals, they are found near the anomalies.\nWe don't know what they are yet but they seem to be a result of the strange radiation emanating from the nuclear power station.\nGetting hold of some of the crystals would be great, I can't wait to examine them!\nFire crystals are the most common in the forest, so start by bringing me those.","Quest descriptions","1024","I don't know how much you have explored but you may have come across strange crystals, they are found near the anomalies.\nWe don't know what they are yet but they seem to be a result of the strange radiation emanating from the nuclear power station.\nGetting hold of some of the crystals would be great, I can't wait to examine them!\nFire crystals are the most common in the forest, so start by bringing me those."
"Find 3 fire crystal","Quest objectives","128","Find 3 fire crystal"
"Strange crystal p.2","Quest names","64","Strange crystal p.2"
"Great! Hope you didn't get burned, Hunter! HAHA!\nBring me more crystals, I will pay you!","Quest descriptions","1024","Great! Hope you didn't get burned, Hunter! HAHA!\nBring me more crystals, I will pay you!"
"Find 3 chemical crystal","Quest objectives","128","Find 3 chemical crystal"
"no data","Quest names","64","no data"
"I sent one of my scientists into the forest to study the anomalies, but I haven't heard from him for several hours.\nThis doesn't look good, go check it out. His position will be marked on the map.\nIf he is dead, retrieve the analyser from his body.","Quest descriptions","1024","I sent one of my scientists into the forest to study the anomalies, but I haven't heard from him for several hours.\nThis doesn't look good, go check it out. His position will be marked on the map.\nIf he is dead, retrieve the analyser from his body."
"Retrieve the analyzer","Quest objectives","128","Retrieve the analyzer"
"Movies","Quest names","64","Movies"
"Hey Hunter!\nSome Hunters managed to get some films on DVD but when we moved here no one thought to bring DVD players or other means of entertainment...\nRetrieve some items for me and I will be able to provide some entertainment for these miserable people","Quest descriptions","1024","Hey Hunter!\nSome Hunters managed to get some films on DVD but when we moved here no one thought to bring DVD players or other means of entertainment...\nRetrieve some items for me and I will be able to provide some entertainment for these miserable people"
"Find 8 Ghoul tentacles","Quest objectives","128","Find 8 Ghoul tentacles"
"Pelts p.1","Quest names","64","Pelts p.1"
"Hey Hunter!\nI have a number of very simple jobs to complete.\nI need furs, external radiation is absorbed by the surface layer of the skin and it's a great material for research.\nStart by bringing me some rabbit furs, they are very common on all maps.","Quest descriptions","1024","Hey Hunter!\nI have a number of very simple jobs to complete.\nI need furs, external radiation is absorbed by the surface layer of the skin and it's a great material for research.\nStart by bringing me some rabbit furs, they are very common on all maps."
"Find 5 rabbit pelts","Quest objectives","128","Find 5 rabbit pelts"
"Pelts p.2","Quest names","64","Pelts p.2"
"Good! Now you need to fight a bit.\nIf you find a wolf alone and see it running away it will most likely be going to its pack nearby so always move carefully.","Quest descriptions","1024","Good! Now you need to fight a bit.\nIf you find a wolf alone and see it running away it will most likely be going to its pack nearby so always move carefully."
"Find 10 wolf pelts","Quest objectives","128","Find 10 wolf pelts"
"Body parts p.1","Quest names","64","Body parts p.1"
"OK Hunter! The meat samples you brought me showed genetic mutations caused by radiation.\nI need to know more, I need you to bring me body parts of Boars and Ghouls.","Quest descriptions","1024","OK Hunter! The meat samples you brought me showed genetic mutations caused by radiation.\nI need to know more, I need you to bring me body parts of Boars and Ghouls."
"Find 5 boar tusks","Quest objectives","128","Find 5 boar tusks"
"Body parts p.2","Quest names","64","Body parts p.2"
"Good! Would you be willing to go into more advanced areas?\nI need spider and blink parts, you can find them in the industrial zone but more easily in the swamp","Quest descriptions","1024","Good! Would you be willing to go into more advanced areas?\nI need spider and blink parts, you can find them in the industrial zone but more easily in the swamp"
"Find 8 Ghoul tentacles","Quest objectives","128","Find 8 Ghoul tentacles"
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one.","Quest descriptions","1024","You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one."
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of Green Army helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter fell recently, if you hurry you should get there before the Green Army and be able to get the flight recorder.","Quest descriptions","1024","You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of Green Army helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter fell recently, if you hurry you should get there before the Green Army and be able to get the flight recorder."
"Good job Hunter!\nNow we should be able to pick up radio signals from the surrounding areas.\nWhile you were in the makeshift camp you may have noticed an old train station, it was used by the Green Army during the evacuation after the explosion at the plant to get supplies to the camp. After a short time they were forced to leave that area because of radiation.\nNow that train station is under the control of bandits, it wouldn't be a problem because there is very little left to loot now but it is the only way to the industrial zone and the other maps.\nIf we want to get to them you have to clear the station. No need to kill them all, just eliminate Orel, he is the leader in that area.\nAfter you do that I am sure they will let us pass every time.\nAfter this work I am sure the Green Army will give you some missions to do so make sure you talk to Artemovich.","Quest descriptions","1024","Good job Hunter!\nNow we should be able to pick up radio signals from the surrounding areas.\nWhile you were in the makeshift camp you may have noticed an old train station, it was used by the Green Army during the evacuation after the explosion at the plant to get supplies to the camp. After a short time they were forced to leave that area because of radiation.\nNow that train station is under the control of bandits, it wouldn't be a problem because there is very little left to loot now but it is the only way to the industrial zone and the other maps.\nIf we want to get to them you have to clear the station. No need to kill them all, just eliminate Orel, he is the leader in that area.\nAfter you do that I am sure they will let us pass every time.\nAfter this work I am sure the Green Army will give you some missions to do so make sure you talk to Artemovich."
"Hmm...the key is ruined but I think it still works.\nTo be safe I will make a few copies and if you lose it you can buy it back from me.Alright Hunter! I think you already know what to do, I have no idea what will be inside the lab nor what you will have to look for but your goal is to find information that can open the way to the nuclear power plant for us.\nCurrently the railroad to the mall is flooded but it was not always so.\nI think it was purposely flooded by the Crimson Corporation a few days after the explosion, evidently they did not want more people to reach the areas around the plant to buy time and get organized.\nAs I said, the laboratory in the makeshift camp was under the control of the Crimson Corporation, so I think it will contain important information for us.\nGood luck!","Quest descriptions","1024","Hmm...the key is ruined but I think it still works.\nTo be safe I will make a few copies and if you lose it you can buy it back from me.Alright Hunter! I think you already know what to do, I have no idea what will be inside the lab nor what you will have to look for but your goal is to find information that can open the way to the nuclear power plant for us.\nCurrently the railroad to the mall is flooded but it was not always so.\nI think it was purposely flooded by the Crimson Corporation a few days after the explosion, evidently they did not want more people to reach the areas around the plant to buy time and get organized.\nAs I said, the laboratory in the makeshift camp was under the control of the Crimson Corporation, so I think it will contain important information for us.\nGood luck!"
"Heeeey! The Ghoul slaughterer is back!\nOkay Hunter, now it's time to go deeper into the village and find out more about that crystal.\nBe careful","Quest descriptions","1024","Heeeey! The Ghoul slaughterer is back!\nOkay Hunter, now it's time to go deeper into the village and find out more about that crystal.\nBe careful"
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.","Quest descriptions","1024","When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key."
"Strange electrical anomalies you say? Damn!\nWe need to repair that radio tower Hunter, it will allow us to get news from the surrounding areas.\nDon't worry about the anomalies, I'm sure anything that moves can be killed eheh.\nI will also give you the repair kit, the tower is located inside the fence in the northwest part.\nGood luck!","Quest descriptions","1024","Strange electrical anomalies you say? Damn!\nWe need to repair that radio tower Hunter, it will allow us to get news from the surrounding areas.\nDon't worry about the anomalies, I'm sure anything that moves can be killed eheh.\nI will also give you the repair kit, the tower is located inside the fence in the northwest part.\nGood luck!"
"The radio tower","Quest names","64","The radio tower"
"It is time to repair the radio tower in the makeshift camp.\nFirst of all, I would ask you to inspect the radio station. You've probably already noticed all those strange electrical anomalies in the area.\nThe good news is that they can apparently be killed, but that doesn't concern you right now.\nWhat you need to do is find the location of the radio station, which should be easy to find on the map as it is a paved area, and inspect the entrance.\nSee if those strange anomalies are still there.","Quest descriptions","1024","It is time to repair the radio tower in the makeshift camp.\nFirst of all, I would ask you to inspect the radio station. You've probably already noticed all those strange electrical anomalies in the area.\nThe good news is that they can apparently be killed, but that doesn't concern you right now.\nWhat you need to do is find the location of the radio station, which should be easy to find on the map as it is a paved area, and inspect the entrance.\nSee if those strange anomalies are still there."
"Locate the radio tower","Quest objectives","128","Locate the radio tower"
"Necessary components","Quest names","64","Necessary components"
"We need some electronic equipment so try to accumulate as much as possible.\nFor now we are still inspecting the antenna but we have already noticed that some of the electrical wires are damaged and we need to replace them, so bring me some new ones.","Quest descriptions","1024","We need some electronic equipment so try to accumulate as much as possible.\nFor now we are still inspecting the antenna but we have already noticed that some of the electrical wires are damaged and we need to replace them, so bring me some new ones."
"Find 8 wires","Quest objectives","128","Find 8 wires"
"Upgrade","Quest names","64","Upgrade"
"Are you in for a hunt for electrical components?\nWe are thinking of upgrading my station and need parts.","Quest descriptions","1024","Are you in for a hunt for electrical components?\nWe are thinking of upgrading my station and need parts."
"Find 8 wires","Quest objectives","128","Find 8 wires"
"Fix the radio tower","Quest names","64","Fix the radio tower"
"Looks like those anomalies are still in the radio station.\nWell, Hunter, you're going to have to fight your way through.\nWhat you need to do is repair the radio tower outside, it's the red and white one with horizontal stripes.\nDon't forget to buy the repair kit from me!","Quest descriptions","1024","Looks like those anomalies are still in the radio station.\nWell, Hunter, you're going to have to fight your way through.\nWhat you need to do is repair the radio tower outside, it's the red and white one with horizontal stripes.\nDon't forget to buy the repair kit from me!"
"Fix the radio tower","Quest objectives","128","Fix the radio tower"
"Medikit","Quest names","64","Medikit"
"Hey Hunter!\nI'm running low on medikits, so try to get some during your hunts.\nDon't worry, I'll pay you.","Quest descriptions","1024","Hey Hunter!\nI'm running low on medikits, so try to get some during your hunts.\nDon't worry, I'll pay you."
"Find 15 scrap med","Quest objectives","128","Find 15 scrap med"
"Tons of meds!","Quest names","64","Tons of meds!"
"Listen, Hunter, there's always a need for medikits here so if you want to bring me more I'll make sure I pay you well.","Quest descriptions","1024","Listen, Hunter, there's always a need for medikits here so if you want to bring me more I'll make sure I pay you well."
"Find 50 scrap med","Quest objectives","128","Find 50 scrap med"
"Radiation effect","Quest names","64","Radiation effect"
"I would like to examine the effect of radiation on the human body.\nTo do this I need someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.","Quest descriptions","1024","I would like to examine the effect of radiation on the human body.\nTo do this I need someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level."
"Reach orange lvl of radiation","Quest objectives","128","Reach orange lvl of radiation"
"Laboratory p.1","Quest names","64","Laboratory p.1"
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one and I don't think the Crimson Corporation will give us one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.","Quest descriptions","1024","When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one and I don't think the Crimson Corporation will give us one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key."
"Find the laboratory key","Quest objectives","128","Find the laboratory key"
"Laboratory p.2","Quest names","64","Laboratory p.2"
"So Marat is dead? Man, he was good at his job.\nFortunately, it appears the key you recovered is in good condition. \nNot good enough to use, but we can make a copy.\nAt the moment we don't have the necessary equipment but if you bring me some items we can repair it.","Quest descriptions","1024","So Marat is dead? Man, he was good at his job.\nFortunately, it appears the key you recovered is in good condition. \nNot good enough to use, but we can make a copy.\nAt the moment we don't have the necessary equipment but if you bring me some items we can repair it."
"Find 3 CPUs","Quest objectives","128","Find 3 CPUs"
"Laboratory p.3","Quest names","64","Laboratory p.3"
"Great, Hunter!\nNow I can make a copy of the key card for the lab.\nIt will take me a while but I think I will be done by tomorrow morning and you can purchase it from me.\nOnce you've got the key you'll have to make your way to the lab and enter.\nNo one knows what's in there, so be careful. I also suggest you bring a torch because it will be pitch black.\nOnce inside explore it well and try to recover some samples, even I do not know what to look for but I'm sure you'll understand once you find it.\nGood luck, Hunter!","Quest descriptions","1024","Great, Hunter!\nNow I can make a copy of the key card for the lab.\nIt will take me a while but I think I will be done by tomorrow morning and you can purchase it from me.\nOnce you've got the key you'll have to make your way to the lab and enter.\nNo one knows what's in there, so be careful. I also suggest you bring a torch because it will be pitch black.\nOnce inside explore it well and try to recover some samples, even I do not know what to look for but I'm sure you'll understand once you find it.\nGood luck, Hunter!"
"Explore the laboratory","Quest objectives","128","Explore the laboratory"
"Eyes everywhere","Quest names","64","Eyes everywhere"
"So you want to do some missions for crimson Corporation?\nOK, let's start with something simple. As you know our relationship with the green army is not good, so we need to know what their intentions are.\nBuy a CCTV camera from me and place it in the Green Army headquarters in the ZERO Sievert bunker.\nPlace it in the bookshelf, it should be fine there.","Quest descriptions","1024","So you want to do some missions for crimson Corporation?\nOK, let's start with something simple. As you know our relationship with the green army is not good, so we need to know what their intentions are.\nBuy a CCTV camera from me and place it in the Green Army headquarters in the ZERO Sievert bunker.\nPlace it in the bookshelf, it should be fine there."
"Place the CCTV camera","Quest objectives","128","Place the CCTV camera"
"Cleanup","Quest names","64","Cleanup"
"Nice job with the CCTV camera hunter! Thanks to you we know their movements in Zakov.\nNow it's time to do some cleanup eheh.\nKill 15 soldiers of the Green Army. Soldiers patrol the forest and makeshift camps, there are not many of them and unfortunately we do not know their exact location so you will have to find them yourself.\nIf you complete this mission for us, you won't have to pay to enter.","Quest descriptions","1024","Nice job with the CCTV camera hunter! Thanks to you we know their movements in Zakov.\nNow it's time to do some cleanup eheh.\nKill 15 soldiers of the Green Army. Soldiers patrol the forest and makeshift camps, there are not many of them and unfortunately we do not know their exact location so you will have to find them yourself.\nIf you complete this mission for us, you won't have to pay to enter."
"Kill 15 Green Army soldiers","Quest objectives","128","Kill 15 Green Army soldiers"
"Meat for Igor","Quest names","64","Meat for Igor"
"Would you bring me 10 pieces of raw meat?\nYou'd be doing me a big favour.","Quest descriptions","1024","Would you bring me 10 pieces of raw meat?\nYou'd be doing me a big favour."
"Collect 10 raw meat","Quest objectives","128","Collect 10 raw meat"
"Materials","Quest names","64","Materials"
"Hey Hunter!\nI can't take you past the makeshift camp because some sections of the railway have to be repaired.\nWe're working on it but if you want to help, it would be quicker.\nBring me these items and we will repair the section.","Quest descriptions","1024","Hey Hunter!\nI can't take you past the makeshift camp because some sections of the railway have to be repaired.\nWe're working on it but if you want to help, it would be quicker.\nBring me these items and we will repair the section."
"Collect 40 scrap material","Quest objectives","128","Collect 40 scrap material"
"Documents p.1","Quest names","64","Documents p.1"
"One of our hunters and my personal friend was on a special mission, trying to find the location of valuable documents.\nWe lost his contact when he entered the makeshift camp, fortunately we still have his last detected position.\nGo to the makeshift camp and find out what happened to him.\nI hope he is still alive...","Quest descriptions","1024","One of our hunters and my personal friend was on a special mission, trying to find the location of valuable documents.\nWe lost his contact when he entered the makeshift camp, fortunately we still have his last detected position.\nGo to the makeshift camp and find out what happened to him.\nI hope he is still alive..."
"Find the missing Hunter","Quest objectives","128","Find the missing Hunter"
"Documents p.2","Quest names","64","Documents p.2"
"So he's dead... May he rest in peace.\nThe good news is that he found the location of the documents, from his notes it seems they are in the police station in the forest village.\nThe bad news is that you'll have to fight your way in, as you know there are much more organised bandits stationed there.\nThe documents should be inside a safe, when you're inside the station try looking around.\nGood luck Hunter!","Quest descriptions","1024","So he's dead... May he rest in peace.\nThe good news is that he found the location of the documents, from his notes it seems they are in the police station in the forest village.\nThe bad news is that you'll have to fight your way in, as you know there are much more organised bandits stationed there.\nThe documents should be inside a safe, when you're inside the station try looking around.\nGood luck Hunter!"
"Retrieve the documents","Quest objectives","128","Retrieve the documents"
"Find the crystal in the swamp","Quest objectives","128","Find the crystal in the swamp"
"Inspect the village","Quest names","64","Inspect the village"
"Clear the way","Quest names","64","Clear the way"
"The War","Quest names","64","The War"
"The missing spy","Quest names","64","The missing spy"
"The sewers","Quest names","64","The sewers"
"Trucks and generator","Quest names","64","Trucks and generator"
"Mall's outpost","Quest names","64","Mall's outpost"
"New equipment","Quest names","64","New equipment"
"Mall scouting","Quest names","64","Mall scouting"
"Revenge for Igor","Quest names","64","Revenge for Igor"
"Monitoring p. 1","Quest names","64","Monitoring p. 1"
"Building an outpost","Quest names","64","Building an outpost"
"The CCTV Camera","Quest names","64","The CCTV Camera"
"Lost informations","Quest names","64","Lost informations"
"Eliminate the assassins","Quest names","64","Eliminate the assassins"
"Monitoring p. 2","Quest names","64","Monitoring p. 2"
"Find the CCTV cameras","Quest names","64","Find the CCTV cameras"
"The key to the laboratory","Quest names","64","The key to the laboratory"
"High-Profile Targets","Quest names","64","High-Profile Targets"
"Retrieve the briefcase","Quest names","64","Retrieve the briefcase"
"Supplies for Igor","Quest names","64","Supplies for Igor"
"The crystal","Quest names","64","The crystal"
"Raid the outpost","Quest names","64","Raid the outpost"
"Eliminate the spy","Quest names","64","Eliminate the spy"
"The lab","Quest names","64","The lab"
"Green Army outpost","Quest names","64","Green Army outpost"
"Surprise assault","Quest names","64","Surprise assault"
"Oh no... Not again!","Quest names","64","Oh no... Not again!"
"Find the Hunter","Quest names","64","Find the Hunter"
"The motel p.1","Quest names","64","The motel p.1"
"Bandits continue to assault the train at the forest area, preventing us from reaching the makeshift camp.\nYou will have to eliminate some bandits and specific targets, that way I am sure they will calm down for a while.\n\nOnce this mission is completed I will give you access to the bunker area where the Green Army is located. I don't think Artemovich will give you any jobs just yet, but I'm sure you can trade with them.","Quest descriptions","1024","Bandits continue to assault the train at the forest area, preventing us from reaching the makeshift camp.\nYou will have to eliminate some bandits and specific targets, that way I am sure they will calm down for a while.\n\nOnce this mission is completed I will give you access to the bunker area where the Green Army is located. I don't think Artemovich will give you any jobs just yet, but I'm sure you can trade with them."
"Well done Hunter!\nNow that we have access to the makeshift camp we can finally see if the old radio station is still active.\nWe don't know the coordinates but I think it will be easy to find it on the map, it should be a paved area.\nAll I ask you to do is go there and see what the situation is like and report back, if you encounter any strange anomalies or mutants there is no need to engage in a fight.","Quest descriptions","1024","Well done Hunter!\nNow that we have access to the makeshift camp we can finally see if the old radio station is still active.\nWe don't know the coordinates but I think it will be easy to find it on the map, it should be a paved area.\nAll I ask you to do is go there and see what the situation is like and report back, if you encounter any strange anomalies or mutants there is no need to engage in a fight."
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village… There are good and bad news Hunter... The bad news is that there is a large amount of Ghouls in the village in the swamp, and I don't think you will make it alone.\nThe good one is that I contacted the Green Army, they are interested in cleaning up the village to get to the crystal.\nHere's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so you will try to lure them out with a very bright light, it will have to be done at night.\nGet into the swamp from 10pm to 3am, Green Army soldiers will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible. Good luck Hunter!","Quest descriptions","1024","From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village… There are good and bad news Hunter... The bad news is that there is a large amount of Ghouls in the village in the swamp, and I don't think you will make it alone.\nThe good one is that I contacted the Green Army, they are interested in cleaning up the village to get to the crystal.\nHere's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so you will try to lure them out with a very bright light, it will have to be done at night.\nGet into the swamp from 10pm to 3am, Green Army soldiers will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible. Good luck Hunter!"
"Hey stranger! Welcome to the ZERO Sievert bunker.\nI don't know how you got here and frankly I don't care.\nIt's nothing personal, it's just that we see a lot of new faces here and only a few of them come back, so I won't waste my time remembering yours for now.\nFirst let's see what you can do...","Quest descriptions","1024","Hey stranger! Welcome to the ZERO Sievert bunker.\nI don't know how you got here and frankly I don't care.\nIt's nothing personal, it's just that we see a lot of new faces here and only a few of them come back, so I won't waste my time remembering yours for now.\nFirst let's see what you can do..."
"Ah! As I thought...\nThe railroad was flooded by the Crimson Corporation.\nSmart move...\nThey used the old drainage system found in the sewers in the swamp.\nThey are easily visible on the minimap. What you have to do is go into the sewers and close the control valve. Good luck Hunter!","Quest descriptions","1024","Ah! As I thought...\nThe railroad was flooded by the Crimson Corporation.\nSmart move...\nThey used the old drainage system found in the sewers in the swamp.\nThey are easily visible on the minimap. What you have to do is go into the sewers and close the control valve. Good luck Hunter!"
"Very good Hunter! I didn't expect you to come back alive!\nI have another job for you. When the bandits took over the village in the forest, an old friend of mine left behind an item that is considered very valuable these days.\nThe item should be inside a bag in the southern part of the village, go there and retrieve it.","Quest descriptions","1024","Very good Hunter! I didn't expect you to come back alive!\nI have another job for you. When the bandits took over the village in the forest, an old friend of mine left behind an item that is considered very valuable these days.\nThe item should be inside a bag in the southern part of the village, go there and retrieve it."
"Thanks to the radio tower, we intercepted conversations from the Crimson Corporation.\nIt seems that new agreements between them and the local government allow their presence in the bunker....\nHa! Unbelievable!\nI'd be really curious to know what Artemovich's face looked like when he heard about this, he did everything he could to keep them away from here and now he has to take them in.\nIt seems that the Crimson Corporation is coming with a ship and wants to dock at the port in the industrial zone.\nThe only hope Artemovich has is that they won't succeed, and I think that will be the case since the first Hunters reported a massive Ghoul presence in that area.\nNow it's up to you Hunter, if you want you can take care of the Ghouls and allow the Crimson Corporation to land and come to the bunker.\nYou will also have to place a GPS signal in the main dock, the one between the two abandoned ships.","Quest descriptions","1024","Thanks to the radio tower, we intercepted conversations from the Crimson Corporation.\nIt seems that new agreements between them and the local government allow their presence in the bunker....\nHa! Unbelievable!\nI'd be really curious to know what Artemovich's face looked like when he heard about this, he did everything he could to keep them away from here and now he has to take them in.\nIt seems that the Crimson Corporation is coming with a ship and wants to dock at the port in the industrial zone.\nThe only hope Artemovich has is that they won't succeed, and I think that will be the case since the first Hunters reported a massive Ghoul presence in that area.\nNow it's up to you Hunter, if you want you can take care of the Ghouls and allow the Crimson Corporation to land and come to the bunker.\nYou will also have to place a GPS signal in the main dock, the one between the two abandoned ships."
"Great, Hunter!\nNow that we have access to the mall it's time to see what it looks like. You'll have to scout around and find the location of some stores.\nWhat do you say? Is this mission familiar to you?\nI don't understand how that could be possible.\nWhatever, back to us... Go to the mall and find these stores.","Quest descriptions","1024","Great, Hunter!\nNow that we have access to the mall it's time to see what it looks like. You'll have to scout around and find the location of some stores.\nWhat do you say? Is this mission familiar to you?\nI don't understand how that could be possible.\nWhatever, back to us... Go to the mall and find these stores."
"Haha! Great, Hunter!\nThe plan worked like a charm! Now all we have to do is explore the village and find the purple crystal.\nThere should be a few Ghouls left in the village, I don't think that will be a problem for you.","Quest descriptions","1024","Haha! Great, Hunter!\nThe plan worked like a charm! Now all we have to do is explore the village and find the purple crystal.\nThere should be a few Ghouls left in the village, I don't think that will be a problem for you."
"Inspect the swamp village","Quest objectives","128","Inspect the swamp village"
"Grigory's ring","Quest names","64","Grigory's ring"
